experiment_id,provider,stock_id,category,search_query,page_url,start_sec,cut_seconds,sequence_index,used_at
20260822T175537Z-06906e,pixabay,51022,private_jet,luxury jet interior cinematic,https://pixabay.com/videos/id-51022/,2.468,0.9803921568627452,12,2026-08-22T17:57:32.564338+00:00
20260822T175537Z-06906e,pixabay,9740,villa,modern villa night luxury,https://pixabay.com/videos/id-9740/,17.859,1.9607843137254903,13,2026-08-22T17:57:32.564347+00:00
20260822T175537Z-06906e,pixabay,93550,cash,counting hundred dollar bills dark,https://pixabay.com/videos/id-93550/,6.016,0.9803921568627452,14,2026-08-22T17:57:32.564354+00:00
20260822T175537Z-06906e,pexels,35605168,hotel,dark marble hotel interior,https://www.pexels.com/video/luxurious-venetian-hotel-lobby-interior-35605168/,8.537,0.9803921568627452,15,2026-08-22T17:57:32.564362+00:00
20260822T175537Z-06906e,pexels,6266925,cash,money safe dark cinematic,https://www.pexels.com/video/a-man-putting-money-on-the-briefcase-6266925/,1.166,1.9607843137254903,16,2026-08-22T17:57:32.564371+00:00
20260822T182300Z-261227,pexels,26493151,dubai,Burj Khalifa night cinematic,https://www.pexels.com/video/burj-khalifa-26493151/,26.351,0.9259259259259258,0,2026-08-22T18:24:36.562482+00:00
20260822T182300Z-261227,pixabay,150784,villa,modern villa night luxury,https://pixabay.com/videos/id-150784/,3.776,0.9259259259259258,1,2026-08-22T18:24:36.562500+00:00
20260822T182300Z-261227,pixabay,135728,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-135728/,3.241,1.8518518518518516,2,2026-08-22T18:24:36.562511+00:00
20260822T182300Z-261227,pexels,36853447,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/elegant-woman-in-luxurious-hotel-room-36853447/,2.438,0.9259259259259258,3,2026-08-22T18:24:36.562519+00:00
20260822T182300Z-261227,pexels,32779590,supercar,black Lamborghini night cinematic,https://www.pexels.com/video/sleek-blue-supercar-parked-on-city-street-32779590/,6.815,1.3888888888888886,4,2026-08-22T18:24:36.562527+00:00
20260822T182300Z-261227,pixabay,43295,watch,expensive watch low light,https://pixabay.com/videos/id-43295/,17.124,1.8518518518518516,5,2026-08-22T18:24:36.562535+00:00
20260822T182300Z-261227,pixabay,4099,private_jet,private jet runway night,https://pixabay.com/videos/id-4099/,23.098,0.9259259259259258,6,2026-08-22T18:24:36.562542+00:00
20260822T182300Z-261227,pixabay,24136,villa,dark penthouse interior,https://pixabay.com/videos/id-24136/,22.643,0.9259259259259258,7,2026-08-22T18:24:36.562548+00:00
20260822T182300Z-261227,pixabay,152184,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-152184/,0.0,1.8518518518518516,8,2026-08-22T18:24:36.562555+00:00
20260822T182300Z-261227,pixabay,88586,private_jet,luxury jet interior cinematic,https://pixabay.com/videos/id-88586/,0.469,1.8518518518518516,9,2026-08-22T18:24:36.562564+00:00
20260822T182300Z-261227,pexels,7686960,supercar,black Ferrari night luxury,https://www.pexels.com/video/video-of-a-wine-glass-7686960/,2.695,1.3888888888888886,10,2026-08-22T18:24:36.562571+00:00
20260822T182300Z-261227,pixabay,111286,watch,luxury watch macro black,https://pixabay.com/videos/id-111286/,9.189,1.8518518518518516,11,2026-08-22T18:24:36.562577+00:00
20260822T182300Z-261227,pexels,34587597,supercar,black Lamborghini night cinematic,https://www.pexels.com/video/vibrant-night-drive-through-city-streets-34587597/,3.521,1.8518518518518516,12,2026-08-22T18:24:36.562584+00:00
20260822T182300Z-261227,pexels,37572084,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/woman-walking-confidently-in-hotel-hallway-37572084/,4.492,1.3888888888888886,13,2026-08-22T18:24:36.562591+00:00
20260822T182300Z-261227,pixabay,244334,private_jet,private jet cabin dark luxury,https://pixabay.com/videos/id-244334/,28.49,1.8518518518518516,14,2026-08-22T18:24:36.562598+00:00
20260822T182300Z-261227,pixabay,54778,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-54778/,8.139,1.3888888888888886,15,2026-08-22T18:24:36.562604+00:00
20260822T182300Z-261227,pexels,29963196,supercar,black Ferrari night luxury,https://www.pexels.com/video/glamorous-woman-celebrating-in-parking-garage-29963196/,2.275,1.8518518518518516,16,2026-08-22T18:24:36.562611+00:00
20260823T072759Z-4f0b19,pixabay,149975,villa,luxury mansion night cinematic,https://pixabay.com/videos/id-149975/,0.828,1.8518518518518516,0,2026-08-23T07:29:53.249691+00:00
20260823T072759Z-4f0b19,pexels,37788138,yacht,luxury yacht marina night,https://www.pexels.com/video/luxury-yachts-docked-at-scenic-marina-37788138/,5.122,1.8518518518518516,1,2026-08-23T07:29:53.249737+00:00
20260823T072759Z-4f0b19,pixabay,25905,hotel,luxury hotel suite night,https://pixabay.com/videos/id-25905/,10.824,1.8518518518518516,2,2026-08-23T07:29:53.249751+00:00
20260823T072759Z-4f0b19,pexels,36200425,yacht,superyacht at night cinematic,https://www.pexels.com/video/luxurious-superyacht-docked-on-a-sunny-day-36200425/,5.649,1.8518518518518516,3,2026-08-23T07:29:53.249761+00:00
20260823T072759Z-4f0b19,pexels,38672751,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/elegant-woman-in-luxurious-hotel-setting-38672751/,0.404,1.3888888888888886,4,2026-08-23T07:29:53.249771+00:00
20260823T072759Z-4f0b19,pexels,32830516,villa,modern villa night luxury,https://www.pexels.com/video/aerial-view-of-luxurious-pool-and-villa-32830516/,4.923,1.3888888888888886,5,2026-08-23T07:29:53.249780+00:00
20260823T072759Z-4f0b19,pexels,35425177,dubai,Dubai skyline night luxury,https://www.pexels.com/video/stunning-night-view-of-burj-al-arab-35425177/,7.928,1.3888888888888886,6,2026-08-23T07:29:53.249789+00:00
20260823T072759Z-4f0b19,pixabay,143861,villa,modern villa night luxury,https://pixabay.com/videos/id-143861/,0.285,1.8518518518518516,7,2026-08-23T07:29:53.249798+00:00
20260823T072759Z-4f0b19,pixabay,54778,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-54778/,1.352,1.8518518518518516,8,2026-08-23T07:29:53.249806+00:00
20260823T072759Z-4f0b19,pexels,37337933,dubai,Burj Khalifa night cinematic,https://www.pexels.com/video/burj-khalifa-illuminated-at-night-37337933/,5.532,0.9259259259259258,9,2026-08-23T07:29:53.249814+00:00
20260823T072759Z-4f0b19,pexels,37539550,villa,modern villa night luxury,https://www.pexels.com/video/aerial-view-of-eco-friendly-luxury-villa-37539550/,6.199,1.8518518518518516,10,2026-08-23T07:29:53.249823+00:00
20260823T072759Z-4f0b19,pexels,32779590,supercar,supercar tunnel night,https://www.pexels.com/video/sleek-blue-supercar-parked-on-city-street-32779590/,13.161,1.3888888888888886,11,2026-08-23T07:29:53.249832+00:00
20260823T072759Z-4f0b19,pexels,36200540,yacht,superyacht at night cinematic,https://www.pexels.com/video/luxurious-superyachts-docked-in-marina-36200540/,3.075,0.9259259259259258,12,2026-08-23T07:29:53.249841+00:00
20260823T072759Z-4f0b19,pixabay,24136,villa,dark penthouse interior,https://pixabay.com/videos/id-24136/,0.991,0.9259259259259258,13,2026-08-23T07:29:53.249850+00:00
20260823T072759Z-4f0b19,pexels,29855913,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/stylish-woman-walking-confidently-in-hotel-hallway-29855913/,0.684,1.3888888888888886,14,2026-08-23T07:29:53.249858+00:00
20260823T072759Z-4f0b19,pixabay,135728,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-135728/,11.762,1.3888888888888886,15,2026-08-23T07:29:53.249868+00:00
20260823T072759Z-4f0b19,pexels,38413547,villa,modern villa night luxury,https://www.pexels.com/video/luxury-villa-with-infinity-pool-and-wooden-deck-38413547/,10.646,0.9259259259259258,16,2026-08-23T07:29:53.249876+00:00
20260823T171130Z-125435,pexels,6266921,cash,money safe dark cinematic,https://www.pexels.com/video/a-woman-sitting-while-carrying-a-bag-of-money-6266921/,10.53,0.8928571428571429,0,2026-08-23T17:13:26.350823+00:00
20260823T171130Z-125435,pixabay,187587,cash,money safe dark cinematic,https://pixabay.com/videos/id-187587/,1.414,1.7857142857142858,1,2026-08-23T17:13:26.350848+00:00
20260823T171130Z-125435,pixabay,54778,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-54778/,15.614,1.7857142857142858,2,2026-08-23T17:13:26.350860+00:00
20260823T171130Z-125435,pixabay,1303,hotel,luxury hotel suite night,https://pixabay.com/videos/id-1303/,27.858,0.8928571428571429,3,2026-08-23T17:13:26.350870+00:00
20260823T171130Z-125435,pixabay,25907,hotel,luxury hotel suite night,https://pixabay.com/videos/id-25907/,16.307,1.7857142857142858,4,2026-08-23T17:13:26.350879+00:00
20260823T171130Z-125435,pexels,37539550,villa,modern villa night luxury,https://www.pexels.com/video/aerial-view-of-eco-friendly-luxury-villa-37539550/,0.802,1.3392857142857142,5,2026-08-23T17:13:26.350888+00:00
20260823T171130Z-125435,pixabay,24136,villa,dark penthouse interior,https://pixabay.com/videos/id-24136/,12.4,1.7857142857142858,6,2026-08-23T17:13:26.350897+00:00
20260823T171130Z-125435,pexels,7735913,cash,counting hundred dollar bills dark,https://www.pexels.com/video/woman-counting-money-7735913/,6.399,1.7857142857142858,7,2026-08-23T17:13:26.350905+00:00
20260823T171130Z-125435,pixabay,1190,hotel,luxury hotel suite night,https://pixabay.com/videos/id-1190/,0.566,1.7857142857142858,8,2026-08-23T17:13:26.350914+00:00
20260823T171130Z-125435,pixabay,149975,villa,luxury mansion night cinematic,https://pixabay.com/videos/id-149975/,4.522,0.8928571428571429,9,2026-08-23T17:13:26.350921+00:00
20260823T171130Z-125435,pexels,32779590,supercar,supercar tunnel night,https://www.pexels.com/video/sleek-blue-supercar-parked-on-city-street-32779590/,1.859,0.8928571428571429,10,2026-08-23T17:13:26.350929+00:00
20260823T171130Z-125435,pixabay,135150,dark_feminine,woman private jet dark luxury,https://pixabay.com/videos/id-135150/,4.591,1.7857142857142858,11,2026-08-23T17:13:26.350938+00:00
20260823T171130Z-125435,pixabay,152184,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-152184/,2.658,1.7857142857142858,12,2026-08-23T17:13:26.350947+00:00
20260823T171130Z-125435,pexels,6266763,cash,cash stacks black background,https://www.pexels.com/video/fake-written-on-a-stack-of-money-6266763/,6.205,1.3392857142857142,13,2026-08-23T17:13:26.350956+00:00
20260823T171130Z-125435,pixabay,135155,dark_feminine,woman bikini superyacht night luxury,https://pixabay.com/videos/id-135155/,2.232,1.7857142857142858,14,2026-08-23T17:13:26.350964+00:00
20260823T171130Z-125435,pixabay,135728,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-135728/,0.0,1.7857142857142858,15,2026-08-23T17:13:26.350973+00:00
20260823T171130Z-125435,pexels,6700265,cash,counting hundred dollar bills dark,https://www.pexels.com/video/a-person-counting-cash-6700265/,8.023,0.8928571428571429,16,2026-08-23T17:13:26.350982+00:00
20260823T175041Z-0ea497,pixabay,25907,hotel,luxury hotel suite night,https://pixabay.com/videos/id-25907/,0.0,1.0416666666666667,0,2026-08-23T17:53:04.335172+00:00
20260823T175041Z-0ea497,pexels,32779590,supercar,supercar tunnel night,https://www.pexels.com/video/sleek-blue-supercar-parked-on-city-street-32779590/,4.135,1.5625,1,2026-08-23T17:53:04.335194+00:00
20260823T175041Z-0ea497,pixabay,299162,dubai,Burj Khalifa night cinematic,https://pixabay.com/videos/id-299162/,4.07,1.5625,2,2026-08-23T17:53:04.335206+00:00
20260823T175041Z-0ea497,pixabay,54778,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-54778/,11.321,2.0833333333333335,3,2026-08-23T17:53:04.335215+00:00
20260823T175041Z-0ea497,pixabay,135728,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-135728/,6.635,1.0416666666666667,4,2026-08-23T17:53:04.335224+00:00
20260823T175041Z-0ea497,pexels,38464916,dubai,Dubai skyline night luxury,https://www.pexels.com/video/stunning-dubai-night-skyline-timelapse-38464916/,10.713,1.0416666666666667,5,2026-08-23T17:53:04.335232+00:00
20260823T175041Z-0ea497,pixabay,1190,hotel,luxury hotel suite night,https://pixabay.com/videos/id-1190/,11.861,1.0416666666666667,6,2026-08-23T17:53:04.335241+00:00
20260823T175041Z-0ea497,pexels,31335127,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/elegant-woman-making-a-phone-call-in-hotel-room-31335127/,2.93,1.0416666666666667,7,2026-08-23T17:53:04.335249+00:00
20260823T175041Z-0ea497,pixabay,152184,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-152184/,1.517,2.0833333333333335,8,2026-08-23T17:53:04.335258+00:00
20260823T175041Z-0ea497,pexels,29963192,dark_feminine,elegant woman black dress luxury car night,https://www.pexels.com/video/woman-posing-with-luxury-car-in-dimly-lit-garage-29963192/,1.621,2.0833333333333335,9,2026-08-23T17:53:04.335266+00:00
20260823T175041Z-0ea497,pexels,35425176,dubai,Dubai skyline night luxury,https://www.pexels.com/video/scenic-night-view-of-dubai-ferris-wheel-35425176/,2.853,1.5625,10,2026-08-23T17:53:04.335275+00:00
20260823T175041Z-0ea497,pixabay,40289,dark_feminine,woman luxury villa pool night dark,https://pixabay.com/videos/id-40289/,30.469,1.0416666666666667,11,2026-08-23T17:53:04.335283+00:00
20260823T175041Z-0ea497,pexels,38413547,villa,modern villa night luxury,https://www.pexels.com/video/luxury-villa-with-infinity-pool-and-wooden-deck-38413547/,1.359,2.0833333333333335,12,2026-08-23T17:53:04.335291+00:00
20260823T175041Z-0ea497,pexels,37337793,dubai,Burj Khalifa night cinematic,https://www.pexels.com/video/night-view-of-iconic-burj-khalifa-37337793/,0.721,1.0416666666666667,13,2026-08-23T17:53:04.335299+00:00
20260823T175041Z-0ea497,pexels,37572085,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/stylish-woman-walking-down-hotel-corridor-37572085/,3.503,1.5625,14,2026-08-23T17:53:04.335308+00:00
20260823T175041Z-0ea497,pixabay,25905,hotel,luxury hotel suite night,https://pixabay.com/videos/id-25905/,0.0,1.0416666666666667,15,2026-08-23T17:53:04.335317+00:00
20260823T175041Z-0ea497,pixabay,701,dark_feminine,woman luxury villa pool night dark,https://pixabay.com/videos/id-701/,6.52,2.0833333333333335,16,2026-08-23T17:53:04.335325+00:00
20260823T175759Z-44ae12,pexels,32779590,supercar,supercar tunnel night,https://www.pexels.com/video/sleek-blue-supercar-parked-on-city-street-32779590/,10.258,2.0408163265306123,0,2026-08-23T18:00:26.036514+00:00
20260823T175759Z-44ae12,pixabay,25905,hotel,luxury hotel suite night,https://pixabay.com/videos/id-25905/,5.6,1.0204081632653061,1,2026-08-23T18:00:26.036539+00:00
20260823T175759Z-44ae12,pixabay,54778,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-54778/,5.52,1.530612244897959,2,2026-08-23T18:00:26.036552+00:00
20260823T175759Z-44ae12,pexels,32830516,villa,modern villa night luxury,https://www.pexels.com/video/aerial-view-of-luxurious-pool-and-villa-32830516/,23.033,1.0204081632653061,3,2026-08-23T18:00:26.036562+00:00
20260823T175759Z-44ae12,pexels,35605168,hotel,dark marble hotel interior,https://www.pexels.com/video/luxurious-venetian-hotel-lobby-interior-35605168/,0.376,2.0408163265306123,4,2026-08-23T18:00:26.036572+00:00
20260823T175759Z-44ae12,pixabay,203952,dubai,Burj Khalifa night cinematic,https://pixabay.com/videos/id-203952/,11.993,1.0204081632653061,5,2026-08-23T18:00:26.036581+00:00
20260823T175759Z-44ae12,pixabay,152184,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-152184/,5.982,1.0204081632653061,6,2026-08-23T18:00:26.036590+00:00
20260823T175759Z-44ae12,pixabay,264535,dubai,Dubai supercar night,https://pixabay.com/videos/id-264535/,7.767,2.0408163265306123,7,2026-08-23T18:00:26.036599+00:00
20260823T175759Z-44ae12,pixabay,135728,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-135728/,13.895,1.0204081632653061,8,2026-08-23T18:00:26.036607+00:00
20260823T175759Z-44ae12,pixabay,1303,hotel,dark marble hotel interior,https://pixabay.com/videos/id-1303/,4.124,1.0204081632653061,9,2026-08-23T18:00:26.036616+00:00
20260823T175759Z-44ae12,pixabay,25907,hotel,luxury hotel suite night,https://pixabay.com/videos/id-25907/,26.383,1.530612244897959,10,2026-08-23T18:00:26.036625+00:00
20260823T175759Z-44ae12,pexels,36431050,dark_feminine,elegant woman black dress luxury car night,https://www.pexels.com/video/elegant-woman-using-phone-in-hotel-room-36431050/,1.726,1.530612244897959,11,2026-08-23T18:00:26.036634+00:00
20260823T175759Z-44ae12,pexels,29963192,dark_feminine,elegant woman black dress luxury car night,https://www.pexels.com/video/woman-posing-with-luxury-car-in-dimly-lit-garage-29963192/,0.0,1.530612244897959,12,2026-08-23T18:00:26.036643+00:00
20260823T175759Z-44ae12,pixabay,122679,dubai,Dubai supercar night,https://pixabay.com/videos/id-122679/,0.138,1.530612244897959,13,2026-08-23T18:00:26.036653+00:00
20260823T175759Z-44ae12,pixabay,24136,villa,dark penthouse interior,https://pixabay.com/videos/id-24136/,6.754,1.530612244897959,14,2026-08-23T18:00:26.036661+00:00
20260823T175759Z-44ae12,pexels,38413547,villa,modern villa night luxury,https://www.pexels.com/video/luxury-villa-with-infinity-pool-and-wooden-deck-38413547/,5.912,2.0408163265306123,15,2026-08-23T18:00:26.036669+00:00
20260823T175759Z-44ae12,pixabay,1190,hotel,luxury hotel suite night,https://pixabay.com/videos/id-1190/,6.29,1.530612244897959,16,2026-08-23T18:00:26.036678+00:00
20260824T025125Z-f52da3,pexels,34282157,dubai,Dubai supercar night,https://www.pexels.com/video/vibrant-nightlife-in-downtown-dubai-34282157/,6.999,1.7241379310344829,0,2026-08-24T02:53:55.351372+00:00
20260824T025125Z-f52da3,pexels,32779590,supercar,supercar tunnel night,https://www.pexels.com/video/sleek-blue-supercar-parked-on-city-street-32779590/,0.602,1.293103448275862,1,2026-08-24T02:53:55.351400+00:00
20260824T025125Z-f52da3,pexels,37572085,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/stylish-woman-walking-down-hotel-corridor-37572085/,0.0,1.7241379310344829,2,2026-08-24T02:53:55.351416+00:00
20260824T025125Z-f52da3,pexels,31335127,dark_feminine,elegant woman black dress luxury car night,https://www.pexels.com/video/elegant-woman-making-a-phone-call-in-hotel-room-31335127/,0.505,1.293103448275862,3,2026-08-24T02:53:55.351429+00:00
20260824T025125Z-f52da3,pexels,29797321,hotel,luxury hotel suite night,https://www.pexels.com/video/luxurious-canopy-bed-in-elegant-hotel-room-29797321/,0.621,1.7241379310344829,4,2026-08-24T02:53:55.351442+00:00
20260824T025125Z-f52da3,pixabay,54778,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-54778/,3.595,0.8620689655172414,5,2026-08-24T02:53:55.351454+00:00
20260824T025125Z-f52da3,pexels,36200629,yacht,superyacht at night cinematic,https://www.pexels.com/video/luxurious-superyacht-sailing-on-open-sea-36200629/,29.201,1.293103448275862,6,2026-08-24T02:53:55.351464+00:00
20260824T025125Z-f52da3,pixabay,152184,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-152184/,3.759,1.7241379310344829,7,2026-08-24T02:53:55.351476+00:00
20260824T025125Z-f52da3,pexels,38672751,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/elegant-woman-in-luxurious-hotel-setting-38672751/,4.939,1.7241379310344829,8,2026-08-24T02:53:55.351487+00:00
20260824T025125Z-f52da3,pexels,32114968,yacht,luxury yacht marina night,https://www.pexels.com/video/luxurious-yachts-in-dubai-marina-32114968/,6.962,0.8620689655172414,9,2026-08-24T02:53:55.351498+00:00
20260824T025125Z-f52da3,pixabay,135728,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-135728/,9.176,1.7241379310344829,10,2026-08-24T02:53:55.351509+00:00
20260824T025125Z-f52da3,pixabay,323512,yacht,luxury yacht marina night,https://pixabay.com/videos/id-323512/,9.849,1.7241379310344829,11,2026-08-24T02:53:55.351518+00:00
20260824T025125Z-f52da3,pexels,38413572,villa,modern villa night luxury,https://www.pexels.com/video/luxury-tropical-villa-with-poolside-deck-38413572/,1.04,1.7241379310344829,12,2026-08-24T02:53:55.351526+00:00
20260824T025125Z-f52da3,pexels,37572084,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/woman-walking-confidently-in-hotel-hallway-37572084/,0.499,1.293103448275862,13,2026-08-24T02:53:55.351535+00:00
20260824T025125Z-f52da3,pixabay,25907,hotel,luxury hotel suite night,https://pixabay.com/videos/id-25907/,7.488,1.7241379310344829,14,2026-08-24T02:53:55.351544+00:00
20260824T025125Z-f52da3,pexels,38413547,villa,modern villa night luxury,https://www.pexels.com/video/luxury-villa-with-infinity-pool-and-wooden-deck-38413547/,7.965,1.7241379310344829,15,2026-08-24T02:53:55.351552+00:00
20260824T025125Z-f52da3,pexels,36853447,hotel,luxury hotel suite night,https://www.pexels.com/video/elegant-woman-in-luxurious-hotel-room-36853447/,0.0,0.8620689655172414,16,2026-08-24T02:53:55.351561+00:00
20260824T142941Z-d8c040,pexels,32779590,supercar,black Lamborghini night cinematic,https://www.pexels.com/video/sleek-blue-supercar-parked-on-city-street-32779590/,11.592,1.8181818181818181,0,2026-08-24T14:31:38.255615+00:00
20260824T142941Z-d8c040,pexels,31335127,dark_feminine,elegant woman black dress luxury car night,https://www.pexels.com/video/elegant-woman-making-a-phone-call-in-hotel-room-31335127/,1.819,1.3636363636363635,1,2026-08-24T14:31:38.255636+00:00
20260824T142941Z-d8c040,pexels,36853447,hotel,luxury hotel suite night,https://www.pexels.com/video/elegant-woman-in-luxurious-hotel-room-36853447/,3.622,1.3636363636363635,2,2026-08-24T14:31:38.255647+00:00
20260824T142941Z-d8c040,pexels,38413547,villa,modern villa night luxury,https://www.pexels.com/video/luxury-villa-with-infinity-pool-and-wooden-deck-38413547/,3.251,1.8181818181818181,3,2026-08-24T14:31:38.255655+00:00
20260824T142941Z-d8c040,pixabay,135728,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-135728/,4.555,1.8181818181818181,4,2026-08-24T14:31:38.255667+00:00
20260824T142941Z-d8c040,pexels,6266658,cash,cash stacks black background,https://www.pexels.com/video/woman-holding-money-6266658/,9.019,1.8181818181818181,5,2026-08-24T14:31:38.255674+00:00
20260824T142941Z-d8c040,pexels,29797321,hotel,luxury hotel suite night,https://www.pexels.com/video/luxurious-canopy-bed-in-elegant-hotel-room-29797321/,4.603,1.3636363636363635,6,2026-08-24T14:31:38.255681+00:00
20260824T142941Z-d8c040,pixabay,54778,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-54778/,12.906,0.9090909090909091,7,2026-08-24T14:31:38.255689+00:00
20260824T142941Z-d8c040,pixabay,120177,cash,counting hundred dollar bills dark,https://pixabay.com/videos/id-120177/,9.276,1.8181818181818181,8,2026-08-24T14:31:38.255697+00:00
20260824T142941Z-d8c040,pexels,29855913,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/stylish-woman-walking-confidently-in-hotel-hallway-29855913/,1.81,1.8181818181818181,9,2026-08-24T14:31:38.255704+00:00
20260824T142941Z-d8c040,pixabay,152184,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-152184/,0.529,1.8181818181818181,10,2026-08-24T14:31:38.255712+00:00
20260824T142941Z-d8c040,pixabay,25905,hotel,luxury hotel suite night,https://pixabay.com/videos/id-25905/,15.306,1.8181818181818181,11,2026-08-24T14:31:38.255719+00:00
20260824T142941Z-d8c040,pexels,38413572,villa,modern villa night luxury,https://www.pexels.com/video/luxury-tropical-villa-with-poolside-deck-38413572/,5.435,1.8181818181818181,12,2026-08-24T14:31:38.255725+00:00
20260824T142941Z-d8c040,pixabay,13720,cash,cash stacks black background,https://pixabay.com/videos/id-13720/,2.839,0.9090909090909091,13,2026-08-24T14:31:38.255733+00:00
20260824T142941Z-d8c040,pexels,37572085,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/stylish-woman-walking-down-hotel-corridor-37572085/,7.205,0.9090909090909091,14,2026-08-24T14:31:38.255739+00:00
20260824T142941Z-d8c040,pixabay,1303,hotel,luxury hotel suite night,https://pixabay.com/videos/id-1303/,43.406,0.9090909090909091,15,2026-08-24T14:31:38.255747+00:00
20260824T142941Z-d8c040,pixabay,143861,villa,luxury mansion night cinematic,https://pixabay.com/videos/id-143861/,4.503,0.9090909090909091,16,2026-08-24T14:31:38.255753+00:00
20260824T152858Z-2d7c0a,pixabay,187588,cash,money safe dark cinematic,https://pixabay.com/videos/id-187588/,8.763,0.9090909090909091,0,2026-08-24T15:31:33.438816+00:00
20260824T152858Z-2d7c0a,pexels,32779590,supercar,black Lamborghini night cinematic,https://www.pexels.com/video/sleek-blue-supercar-parked-on-city-street-32779590/,8.668,0.9090909090909091,1,2026-08-24T15:31:33.438841+00:00
20260824T152858Z-2d7c0a,pexels,6266293,cash,money safe dark cinematic,https://www.pexels.com/video/woman-holding-bag-lot-of-money-6266293/,2.577,1.8181818181818181,2,2026-08-24T15:31:33.438852+00:00
20260824T152858Z-2d7c0a,pexels,37694695,villa,modern villa night luxury,https://www.pexels.com/video/modern-luxury-villa-with-tropical-design-37694695/,6.715,0.9090909090909091,3,2026-08-24T15:31:33.438861+00:00
20260824T152858Z-2d7c0a,pexels,29855913,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/stylish-woman-walking-confidently-in-hotel-hallway-29855913/,2.426,1.3636363636363635,4,2026-08-24T15:31:33.438870+00:00
20260824T152858Z-2d7c0a,pixabay,54778,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-54778/,13.945,1.3636363636363635,5,2026-08-24T15:31:33.438879+00:00
20260824T152858Z-2d7c0a,pexels,32830516,villa,modern villa night luxury,https://www.pexels.com/video/aerial-view-of-luxurious-pool-and-villa-32830516/,15.48,1.3636363636363635,6,2026-08-24T15:31:33.438886+00:00
20260824T152858Z-2d7c0a,pexels,36853447,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/elegant-woman-in-luxurious-hotel-room-36853447/,1.106,0.9090909090909091,7,2026-08-24T15:31:33.438895+00:00
20260824T152858Z-2d7c0a,pixabay,143861,villa,modern villa night luxury,https://pixabay.com/videos/id-143861/,2.589,1.3636363636363635,8,2026-08-24T15:31:33.438903+00:00
20260824T152858Z-2d7c0a,pexels,29797321,hotel,luxury hotel suite night,https://www.pexels.com/video/luxurious-canopy-bed-in-elegant-hotel-room-29797321/,2.706,1.8181818181818181,9,2026-08-24T15:31:33.438911+00:00
20260824T152858Z-2d7c0a,pixabay,152184,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-152184/,3.173,1.8181818181818181,10,2026-08-24T15:31:33.438920+00:00
20260824T152858Z-2d7c0a,pexels,35605168,hotel,dark marble hotel interior,https://www.pexels.com/video/luxurious-venetian-hotel-lobby-interior-35605168/,5.007,1.8181818181818181,11,2026-08-24T15:31:33.438928+00:00
20260824T152858Z-2d7c0a,pixabay,31577,cash,counting hundred dollar bills dark,https://pixabay.com/videos/id-31577/,0.01,1.8181818181818181,12,2026-08-24T15:31:33.438939+00:00
20260824T152858Z-2d7c0a,pixabay,135728,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-135728/,1.708,1.8181818181818181,13,2026-08-24T15:31:33.438947+00:00
20260824T152858Z-2d7c0a,pexels,31335127,dark_feminine,elegant woman luxury hotel night,https://www.pexels.com/video/elegant-woman-making-a-phone-call-in-hotel-room-31335127/,3.472,1.3636363636363635,14,2026-08-24T15:31:33.438955+00:00
